Invoice_Line,Related_Doc,Code,Charge_Name,Charge_Type,Description,Amount,Mileage,Family,SKUs,TV_Size,TV_Qty,Status,Strategy,Expected,Diff,Contract_Ref,Note
73,7325449370,1002770,Truck Freight Charge,freight,Last Mile (Delivery),106.65,120.52,"ranges, microwaves, refrigerators, dishwashers","NE63D6711SR/AA, ME11A7510DS/AA, RS28A500ASR/AA, DW80CG5450SRAA, DM_HA_STANDARD",,,MATCH (Appliance Delivery),Appliance_Del_2017,106.65,0.0,XPO 2017 (Pg 22): Appliance Delivery 2 Unit(s) @ $94.0 Base,Calc: $94.0 * 1.13455 (Hist. GRI) = $106.65
74,7325449370,1002771,Truck Freight Charge,freight,Last Mile Surcharge,91.54,120.52,"ranges, microwaves, refrigerators, dishwashers","NE63D6711SR/AA, ME11A7510DS/AA, RS28A500ASR/AA, DW80CG5450SRAA, DM_HA_STANDARD",,,MATCH (Mileage Surcharge),Appliance_Mileage_Observed,91.04,0.5,Observed Rate: Excess Miles (>75) @ $2.0/mi,Calc: (120.52 - 75) mi * $2.0 = $91.04
75,7320100842,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,66.65,"ranges, microwaves, dishwashers","NSG6DG8100SRAA, DW80CG5450SRAA, ME21DG6500SRAA, DM_HA_STANDARD",,,MATCH (FSA),FSA_12thAmd_Table,10.83,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($87.36 (Appliance Base)) = $10.83
76,7320100842,1002770,Truck Freight Charge,freight,Last Mile (Delivery),87.36,66.65,"ranges, microwaves, dishwashers","NSG6DG8100SRAA, DW80CG5450SRAA, ME21DG6500SRAA, DM_HA_STANDARD",,,MATCH (Appliance Delivery),Appliance_Del_2017,87.36,-0.0,XPO 2017 (Pg 22): Appliance Delivery 1 Unit(s) @ $77.0 Base,Calc: $77.0 * 1.13455 (Hist. GRI) = $87.36
77,7320396911,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,83.35,wall-ovens,"NV51CG700DMTAA, DM_HA_STANDARD",,,MATCH (FSA),FSA_12thAmd_Table,10.83,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($87.36 (Appliance Base)) = $10.83
78,7320396911,1002770,Truck Freight Charge,freight,Last Mile (Delivery),87.36,83.35,wall-ovens,"NV51CG700DMTAA, DM_HA_STANDARD",,,MATCH (Appliance Delivery),Appliance_Del_2017,87.36,-0.0,XPO 2017 (Pg 22): Appliance Delivery 1 Unit(s) @ $77.0 Base,Calc: $77.0 * 1.13455 (Hist. GRI) = $87.36
79,7320396911,1002771,Truck Freight Charge,freight,Last Mile Surcharge,15.92,83.35,wall-ovens,"NV51CG700DMTAA, DM_HA_STANDARD",,,MATCH (Mileage Surcharge),Appliance_Mileage_Observed,16.7,-0.78,Observed Rate: Excess Miles (>75) @ $2.0/mi,Calc: (83.35 - 75) mi * $2.0 = $16.7
80,7325573624,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,74.36,refrigerators,"HA-INST-REF00, HA-HAUL-AWY, RZ11M7074SA/AA, DM_HA_STANDARD",,,MATCH (FSA),FSA_12thAmd_Table,10.83,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($87.36 (Appliance Base)) = $10.83
81,7325573624,1305771,Installation Fee,installation,White Glove,30.65,74.36,refrigerators,"HA-INST-REF00, HA-HAUL-AWY, RZ11M7074SA/AA, DM_HA_STANDARD",,,MATCH (White Glove),Appliance_WhiteGlove_Observed,30.64,0.0,Inferred Pattern: Base $15 + $12/Extra (Qty 2),Calc: $27 * 1.135 (GRI) = $30.64
82,7325573624,1305780,Unknown,Unknown,Unknown,20.42,74.36,refrigerators,"HA-INST-REF00, HA-HAUL-AWY, RZ11M7074SA/AA, DM_HA_STANDARD",,,SKIPPED,,0.0,0.0,,
83,7325573624,1002770,Truck Freight Charge,freight,Last Mile (Delivery),87.36,74.36,refrigerators,"HA-INST-REF00, HA-HAUL-AWY, RZ11M7074SA/AA, DM_HA_STANDARD",,,MATCH (Appliance Delivery),Appliance_Del_2017,87.36,-0.0,XPO 2017 (Pg 22): Appliance Delivery 1 Unit(s) @ $77.0 Base,Calc: $77.0 * 1.13455 (Hist. GRI) = $87.36
84,7325701739,1002783,Truck Freight Charge,freight,Limited Access (Metro Area),61.2,29.25,washers,"DM_HA_STANDARD, WA44A3205AW/A4",,,SKIPPED,,0.0,0.0,,
85,7325701739,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,29.25,washers,"DM_HA_STANDARD, WA44A3205AW/A4",,,MATCH (FSA),FSA_12thAmd_Table,10.83,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($87.36 (Appliance Base)) = $10.83
86,7325701739,1002770,Truck Freight Charge,freight,Last Mile (Delivery),87.36,29.25,washers,"DM_HA_STANDARD, WA44A3205AW/A4",,,MATCH (Appliance Delivery),Appliance_Del_2017,87.36,-0.0,XPO 2017 (Pg 22): Appliance Delivery 1 Unit(s) @ $77.0 Base,Calc: $77.0 * 1.13455 (Hist. GRI) = $87.36
87,7326228154,1305792,Installation Fee,installation,Not Home,87.36,19.45,"refrigerators, dishwashers","DW80CG5450MTAA, HA-INST-BESPOKE00, HA-HAUL-AWY, RF90F29AECEAA, DM_HA_STANDARD",,,MATCH (Not Home / Attempt),NotHome_Universal,87.36,-0.0,Universal Attempt Fee (Base $77.0),Calc: $77.0 * 1.13455 (GRI) = $87.36
88,7324291027,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,15.17,82.74,tvs,"DM_CE_STANDARD_LARGE, QN65LS03FWFXZA",65-inch,1,MATCH (FSA),FSA_12thAmd_Table,15.17,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($122.36) = $15.17
89,7324291027,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,122.36,82.74,tvs,"DM_CE_STANDARD_LARGE, QN65LS03FWFXZA",65-inch,1,MATCH (TV Threshold),TV_Threshold_12thAmd,122.36,0.0,12th Amd (Pg 3): TV Threshold 75-100 Miles @ $119.96,Size: 65-inch | Calc: 1 Unit: $119.96 * 1.02 (GRI) = $122.36
90,7324294347,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,11.49,17.12,tvs,"DM_CE_STANDARD_LARGE, QN65LS03FWFXZA",65-inch,1,MATCH (FSA),FSA_12thAmd_Table,11.49,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($92.67) = $11.49
91,7324294347,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,92.67,17.12,tvs,"DM_CE_STANDARD_LARGE, QN65LS03FWFXZA",65-inch,1,MATCH (TV Threshold),TV_Threshold_12thAmd,92.67,0.0,12th Amd (Pg 3): TV Threshold 0-25 Miles @ $90.85,Size: 65-inch | Calc: 1 Unit: $90.85 * 1.02 (GRI) = $92.67
92,7324294347,1305792,Installation Fee,installation,Not Home,87.36,17.12,tvs,"DM_CE_STANDARD_LARGE, QN65LS03FWFXZA",65-inch,1,MATCH (Not Home / Attempt),NotHome_Universal,87.36,-0.0,Universal Attempt Fee (Base $77.0),Calc: $77.0 * 1.13455 (GRI) = $87.36
93,7324471159,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,19.64,refrigerators,"HA-INST-BESPOKE00, DM_HA_STANDARD, RF29BB86004MAA",,,MATCH (FSA),FSA_12thAmd_Table,10.83,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($87.36 (Appliance Base)) = $10.83
94,7324471159,1305771,Installation Fee,installation,White Glove,17.03,19.64,refrigerators,"HA-INST-BESPOKE00, DM_HA_STANDARD, RF29BB86004MAA",,,MATCH (White Glove),Appliance_WhiteGlove_Observed,17.02,0.01,Inferred Pattern: Base $15 + $12/Extra (Qty 1),Calc: $15 * 1.135 (GRI) = $17.02
95,7324471159,1002770,Truck Freight Charge,freight,Last Mile (Delivery),87.36,19.64,refrigerators,"HA-INST-BESPOKE00, DM_HA_STANDARD, RF29BB86004MAA",,,MATCH (Appliance Delivery),Appliance_Del_2017,87.36,-0.0,XPO 2017 (Pg 22): Appliance Delivery 1 Unit(s) @ $77.0 Base,Calc: $77.0 * 1.13455 (Hist. GRI) = $87.36
96,7326228683,1002783,Truck Freight Charge,freight,Limited Access (Metro Area),70.38,39.22,monitors,"UN27LSM7FAXXZA, DM_CE_STANDARD_LARGE",27-inch,1,MATCH (Metro Area (Tier 2)),LimitedAccess_12thAmd,70.38,0.0,12th Amd (Pg 5): Limited Access (Metro Area) @ $60.0 + 15%,Context: Metro | Calc: ($60.0 * 1.02 (GRI)) * 1.15 (Surcharge) = $70.38
97,7326228683,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,12.4,39.22,monitors,"UN27LSM7FAXXZA, DM_CE_STANDARD_LARGE",27-inch,1,MATCH (FSA),FSA_12thAmd_Table,12.4,0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($100.0) = $12.4
98,7326228683,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,100.0,39.22,monitors,"UN27LSM7FAXXZA, DM_CE_STANDARD_LARGE",27-inch,1,MATCH (TV Threshold),TV_Threshold_12thAmd,100.0,-0.0,12th Amd (Pg 3): TV Threshold 25-50 Miles @ $98.04,Size: 27-inch | Calc: 1 Unit: $98.04 * 1.02 (GRI) = $100.0
99,7323267665,1002784,Truck Freight Charge,freight,Limited Access (Ferry Area),127.5,183.83,refrigerators,"RF23BB8600QLAA, HA-HAUL-AWY, DM_HA_STANDARD, HA-INST-BESPOKE00",,,SKIPPED,,0.0,0.0,,
100,7323267665,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,183.83,refrigerators,"RF23BB8600QLAA, HA-HAUL-AWY, DM_HA_STANDARD, HA-INST-BESPOKE00",,,MATCH (FSA),FSA_12thAmd_Table,10.83,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($87.36 (Appliance Base)) = $10.83
101,7323267665,1305771,Installation Fee,installation,White Glove,17.03,183.83,refrigerators,"RF23BB8600QLAA, HA-HAUL-AWY, DM_HA_STANDARD, HA-INST-BESPOKE00",,,MATCH (White Glove),Appliance_WhiteGlove_Observed,17.02,0.01,Inferred Pattern: Base $15 + $12/Extra (Qty 1),Calc: $15 * 1.135 (GRI) = $17.02
102,7323267665,1305780,Unknown,Unknown,Unknown,20.42,183.83,refrigerators,"RF23BB8600QLAA, HA-HAUL-AWY, DM_HA_STANDARD, HA-INST-BESPOKE00",,,SKIPPED,,0.0,0.0,,
103,7323267665,1002770,Truck Freight Charge,freight,Last Mile (Delivery),87.36,183.83,refrigerators,"RF23BB8600QLAA, HA-HAUL-AWY, DM_HA_STANDARD, HA-INST-BESPOKE00",,,MATCH (Appliance Delivery),Appliance_Del_2017,87.36,-0.0,XPO 2017 (Pg 22): Appliance Delivery 1 Unit(s) @ $77.0 Base,Calc: $77.0 * 1.13455 (Hist. GRI) = $87.36
104,7323267665,1002771,Truck Freight Charge,freight,Last Mile Surcharge,216.91,183.83,refrigerators,"RF23BB8600QLAA, HA-HAUL-AWY, DM_HA_STANDARD, HA-INST-BESPOKE00",,,MATCH (Mileage Surcharge),Appliance_Mileage_Observed,217.66,-0.75,Observed Rate: Excess Miles (>75) @ $2.0/mi,Calc: (183.83 - 75) mi * $2.0 = $217.66
105,7326911545,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,13.62,"refrigerators, washers, dryers","HA-HAUL-AWY, HA-INST-WAS00, DVG52A5500W/A3, HA-INST-DRY0G, WA51DG5505AWUS, DM_HA_STANDARD",,,MATCH (FSA),FSA_12thAmd_Table,10.83,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($87.36 (Appliance Base)) = $10.83
106,7326911545,1305771,Installation Fee,installation,White Glove,30.65,13.62,"refrigerators, washers, dryers","HA-HAUL-AWY, HA-INST-WAS00, DVG52A5500W/A3, HA-INST-DRY0G, WA51DG5505AWUS, DM_HA_STANDARD",,,MATCH (White Glove),Appliance_WhiteGlove_Observed,30.64,0.0,Inferred Pattern: Base $15 + $12/Extra (Qty 2),Calc: $27 * 1.135 (GRI) = $30.64
107,7326911545,1305780,Unknown,Unknown,Unknown,20.42,13.62,"refrigerators, washers, dryers","HA-HAUL-AWY, HA-INST-WAS00, DVG52A5500W/A3, HA-INST-DRY0G, WA51DG5505AWUS, DM_HA_STANDARD",,,SKIPPED,,0.0,0.0,,
108,7326911545,1002770,Truck Freight Charge,freight,Last Mile (Delivery),87.36,13.62,"refrigerators, washers, dryers","HA-HAUL-AWY, HA-INST-WAS00, DVG52A5500W/A3, HA-INST-DRY0G, WA51DG5505AWUS, DM_HA_STANDARD",,,MATCH (Appliance Delivery),Appliance_Del_2017,87.36,-0.0,XPO 2017 (Pg 22): Appliance Delivery 1 Unit(s) @ $77.0 Base,Calc: $77.0 * 1.13455 (Hist. GRI) = $87.36
109,7325449372,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,142.39,ranges,"NE63A6751SS/AA, DM_HA_STANDARD",,,MATCH (FSA),FSA_12thAmd_Table,10.83,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($87.36 (Appliance Base)) = $10.83
110,7325449372,1002770,Truck Freight Charge,freight,Last Mile (Delivery),87.36,142.39,ranges,"NE63A6751SS/AA, DM_HA_STANDARD",,,MATCH (Appliance Delivery),Appliance_Del_2017,87.36,-0.0,XPO 2017 (Pg 22): Appliance Delivery 1 Unit(s) @ $77.0 Base,Calc: $77.0 * 1.13455 (Hist. GRI) = $87.36
111,7325449372,1002771,Truck Freight Charge,freight,Last Mile Surcharge,133.33,142.39,ranges,"NE63A6751SS/AA, DM_HA_STANDARD",,,MATCH (Mileage Surcharge),Appliance_Mileage_Observed,134.78,-1.45,Observed Rate: Excess Miles (>75) @ $2.0/mi,Calc: (142.39 - 75) mi * $2.0 = $134.78
112,7324294358,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,13.66,53.41,tvs,"ART-STORE-ANNUAL, DM_CE_STANDARD_LARGE, QN65LS03FWFXZA",65-inch,1,MATCH (FSA),FSA_12thAmd_Table,13.66,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($110.18) = $13.66
113,7324294358,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,110.18,53.41,tvs,"ART-STORE-ANNUAL, DM_CE_STANDARD_LARGE, QN65LS03FWFXZA",65-inch,1,MATCH (TV Threshold),TV_Threshold_12thAmd,110.18,-0.0,12th Amd (Pg 3): TV Threshold 50-75 Miles @ $108.02,Size: 65-inch | Calc: 1 Unit: $108.02 * 1.02 (GRI) = $110.18
114,7324722695,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,16.02,106.36,tvs,"QN55LS03FAFXZA, DM_CE_STANDARD_LARGE",55-inch,1,MATCH (FSA),FSA_12thAmd_Table,16.02,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($129.2) = $16.02
115,7324722695,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,129.2,106.36,tvs,"QN55LS03FAFXZA, DM_CE_STANDARD_LARGE",55-inch,1,MATCH (TV Threshold),TV_Threshold_12thAmd,129.2,-0.0,12th Amd (Pg 3): TV Threshold 100-125 Miles @ $126.67,Size: 55-inch | Calc: 1 Unit: $126.67 * 1.02 (GRI) = $129.2
116,7325948769,1002783,Truck Freight Charge,freight,Limited Access (Metro Area),61.2,39.0,"television-home-theater-accessories, tvs","L-INST/A1-EQ55, DM_CE_STANDARD_LARGE, QN65LS03FWFXZA",65-inch,1,MATCH (Metro Area),LimitedAccess_12thAmd,61.2,0.0,12th Amd (Pg 5): Limited Access (Metro Area) @ $60.0,Context: Metro | Calc: $60.0 * 1.02 (GRI) = $61.2
117,7325948769,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,25.93,39.0,"television-home-theater-accessories, tvs","L-INST/A1-EQ55, DM_CE_STANDARD_LARGE, QN65LS03FWFXZA",65-inch,1,MATCH (FSA),FSA_12thAmd_Table,25.93,0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($112.2 + $96.9) = $25.93
118,7325948769,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,112.2,39.0,"television-home-theater-accessories, tvs","L-INST/A1-EQ55, DM_CE_STANDARD_LARGE, QN65LS03FWFXZA",65-inch,1,MATCH (Wall Mount),Wall_Mount_12thAmd,112.2,0.0,12th Amd (Pg 3): Wall Mount Delivery @ $110.0,SKU: L-INST/EQ55 | Calc: $110.0 * 1.02 (GRI) = $112.2
119,7325948769,1305900,Installation Fee,installation,Standard Tv Delivery Plus Wall Mount- Unconcealed,96.9,39.0,"television-home-theater-accessories, tvs","L-INST/A1-EQ55, DM_CE_STANDARD_LARGE, QN65LS03FWFXZA",65-inch,1,MATCH (Wall Mount Install),WM_Install_12thAmd,96.9,0.0,12th Amd (Pg 3): Wall Mount Install @ $95.0,Code 1305900 | Calc: $95.0 * 1.02 (GRI) = $96.9
120,7324376963,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,11.49,17.37,tvs,"QN98Q7FAAFXZA, DM_CE_STANDARD_LARGE",98-inch,1,MATCH (FSA),FSA_12thAmd_Table,11.49,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($92.67) = $11.49
121,7324376963,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,92.67,17.37,tvs,"QN98Q7FAAFXZA, DM_CE_STANDARD_LARGE",98-inch,1,MATCH (TV Threshold),TV_Threshold_12thAmd,92.67,0.0,12th Amd (Pg 3): TV Threshold 0-25 Miles @ $90.85,Size: 98-inch | Calc: 1 Unit: $90.85 * 1.02 (GRI) = $92.67
122,7324376963,1305805,Installation Fee,installation,Additional Labor Daily (3-Man Truck),157.0,17.37,tvs,"QN98Q7FAAFXZA, DM_CE_STANDARD_LARGE",98-inch,1,MATCH (Accessorial),14thAmd_3rdMan,157.0,0.0,14th Amd (Sec e): 3rd Man @ $157.0,Size: 98-inch | Calc: Flat Rate $157.0
123,7325573626,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,14.81,"ranges, microwaves, refrigerators, dishwashers","RS22T5561SR/AA, ME21DG6300SRAA, HA-INST-RNG0G, DW80CG5450SRAA, NX60A6751SS/AA, HA-INST-REF00, HA-INST-DSH00, DM_HA_STANDARD, HA-INST-MWO00",,,UNDERCHARGED (FSA),,13.22,-2.39,,Expected 12.4% of ($106.65 (Appliance Base)) = $13.22
124,7325573626,1305774,Installation Fee,installation,Complex Install (Costco - $35),39.71,14.81,"ranges, microwaves, refrigerators, dishwashers","RS22T5561SR/AA, ME21DG6300SRAA, HA-INST-RNG0G, DW80CG5450SRAA, NX60A6751SS/AA, HA-INST-REF00, HA-INST-DSH00, DM_HA_STANDARD, HA-INST-MWO00",,,SKIPPED,,0.0,0.0,,
125,7325573626,1305775,Installation Fee,installation,Complex Install (Costco - $99),112.33,14.81,"ranges, microwaves, refrigerators, dishwashers","RS22T5561SR/AA, ME21DG6300SRAA, HA-INST-RNG0G, DW80CG5450SRAA, NX60A6751SS/AA, HA-INST-REF00, HA-INST-DSH00, DM_HA_STANDARD, HA-INST-MWO00",,,SKIPPED,,0.0,0.0,,
126,7325573626,1305772,Installation Fee,installation,Complex Install ≤ 125 Mi,85.1,14.81,"ranges, microwaves, refrigerators, dishwashers","RS22T5561SR/AA, ME21DG6300SRAA, HA-INST-RNG0G, DW80CG5450SRAA, NX60A6751SS/AA, HA-INST-REF00, HA-INST-DSH00, DM_HA_STANDARD, HA-INST-MWO00",,,SKIPPED,,0.0,0.0,,
127,7325573626,1305771,Installation Fee,installation,White Glove,44.27,14.81,"ranges, microwaves, refrigerators, dishwashers","RS22T5561SR/AA, ME21DG6300SRAA, HA-INST-RNG0G, DW80CG5450SRAA, NX60A6751SS/AA, HA-INST-REF00, HA-INST-DSH00, DM_HA_STANDARD, HA-INST-MWO00",,,MATCH (White Glove),Appliance_WhiteGlove_Observed,44.27,0.01,Inferred Pattern: Base $15 + $12/Extra (Qty 3),Calc: $39 * 1.135 (GRI) = $44.27
128,7325573626,1002770,Truck Freight Charge,freight,Last Mile (Delivery),106.65,14.81,"ranges, microwaves, refrigerators, dishwashers","RS22T5561SR/AA, ME21DG6300SRAA, HA-INST-RNG0G, DW80CG5450SRAA, NX60A6751SS/AA, HA-INST-REF00, HA-INST-DSH00, DM_HA_STANDARD, HA-INST-MWO00",,,MATCH (Appliance Delivery),Appliance_Del_2017,106.65,0.0,XPO 2017 (Pg 22): Appliance Delivery 2 Unit(s) @ $94.0 Base,Calc: $94.0 * 1.13455 (Hist. GRI) = $106.65
129,7320713270,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,15.17,78.01,"television-home-theater-accessories, tvs","L-INST/A1-EQ55, QN55LS03DAFXZA, DM_CE_STANDARD_LARGE",55-inch,1,MATCH (FSA),FSA_12thAmd_Table,15.17,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($122.36) = $15.17
130,7320713270,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,122.36,78.01,"television-home-theater-accessories, tvs","L-INST/A1-EQ55, QN55LS03DAFXZA, DM_CE_STANDARD_LARGE",55-inch,1,UNDERCHARGED (Missing Wall Mount),TV_Threshold_12thAmd,122.36,0.0,12th Amd (Pg 3): TV Threshold 75-100 Miles @ $119.96,Size: 55-inch | Wall Mount SKU | Calc: 1 Unit: $119.96 * 1.02 (GRI) = $122.36 | Order has Wall Mount SKU but no Wall Mount Charge Match found.
131,7325863817,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,19.27,134.91,tvs,"QN75Q8FAAFXZA, DM_CE_STANDARD_LARGE",75-inch,1,MATCH (FSA),FSA_12thAmd_Table,19.27,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($155.43) = $19.27
132,7325863817,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,155.43,134.91,tvs,"QN75Q8FAAFXZA, DM_CE_STANDARD_LARGE",75-inch,1,MATCH (TV Threshold),TV_Threshold_12thAmd,155.43,0.0,12th Amd (Pg 3): TV Threshold 125-150 Miles @ $152.38,Size: 75-inch | Calc: 1 Unit: $152.38 * 1.02 (GRI) = $155.43
133,7321788948,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,15.17,83.72,tvs,"QN55Q6FAAFXZA, DM_CE_STANDARD_LARGE",55-inch,1,MATCH (FSA),FSA_12thAmd_Table,15.17,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($122.36) = $15.17
134,7321788948,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,122.36,83.72,tvs,"QN55Q6FAAFXZA, DM_CE_STANDARD_LARGE",55-inch,1,MATCH (TV Threshold),TV_Threshold_12thAmd,122.36,0.0,12th Amd (Pg 3): TV Threshold 75-100 Miles @ $119.96,Size: 55-inch | Calc: 1 Unit: $119.96 * 1.02 (GRI) = $122.36
135,7322041709,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,25.93,21.5,"television-home-theater-accessories, tvs","QN98Q7FAAFXZA, L-INST/A1-EQ55, DM_CE_STANDARD_LARGE",98-inch,1,MATCH (FSA),FSA_12thAmd_Table,25.93,0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($112.2 + $96.9) = $25.93
136,7322041709,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,112.2,21.5,"television-home-theater-accessories, tvs","QN98Q7FAAFXZA, L-INST/A1-EQ55, DM_CE_STANDARD_LARGE",98-inch,1,MATCH (Wall Mount),Wall_Mount_12thAmd,112.2,0.0,12th Amd (Pg 3): Wall Mount Delivery @ $110.0,SKU: L-INST/EQ55 | Calc: $110.0 * 1.02 (GRI) = $112.2
137,7322041709,1305900,Installation Fee,installation,Standard Tv Delivery Plus Wall Mount- Unconcealed,96.9,21.5,"television-home-theater-accessories, tvs","QN98Q7FAAFXZA, L-INST/A1-EQ55, DM_CE_STANDARD_LARGE",98-inch,1,MATCH (Wall Mount Install),WM_Install_12thAmd,96.9,0.0,12th Amd (Pg 3): Wall Mount Install @ $95.0,Code 1305900 | Calc: $95.0 * 1.02 (GRI) = $96.9
138,7322041709,1305805,Installation Fee,installation,Additional Labor Daily (3-Man Truck),157.0,21.5,"television-home-theater-accessories, tvs","QN98Q7FAAFXZA, L-INST/A1-EQ55, DM_CE_STANDARD_LARGE",98-inch,1,MATCH (Accessorial),14thAmd_3rdMan,157.0,0.0,14th Amd (Sec e): 3rd Man @ $157.0,Size: 98-inch | Calc: Flat Rate $157.0
139,7322041709,1305792,Installation Fee,installation,Not Home,87.36,21.5,"television-home-theater-accessories, tvs","QN98Q7FAAFXZA, L-INST/A1-EQ55, DM_CE_STANDARD_LARGE",98-inch,1,MATCH (Not Home / Attempt),NotHome_Universal,87.36,-0.0,Universal Attempt Fee (Base $77.0),Calc: $77.0 * 1.13455 (GRI) = $87.36
140,7325251193,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,11.49,6.51,tvs,"DM_CE_STANDARD_LARGE, QN65LS03FWFXZA",65-inch,1,MATCH (FSA),FSA_12thAmd_Table,11.49,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($92.67) = $11.49
141,7325251193,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,92.67,6.51,tvs,"DM_CE_STANDARD_LARGE, QN65LS03FWFXZA",65-inch,1,MATCH (TV Threshold),TV_Threshold_12thAmd,92.67,0.0,12th Amd (Pg 3): TV Threshold 0-25 Miles @ $90.85,Size: 65-inch | Calc: 1 Unit: $90.85 * 1.02 (GRI) = $92.67
142,7325948770,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,25.93,135.05,"television-home-theater-accessories, tvs","L-INST/A1-EQ55, DM_CE_STANDARD_LARGE, QN65LS03FWFXZA",65-inch,1,MATCH (FSA),FSA_12thAmd_Table,25.93,0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($112.2 + $96.9) = $25.93
143,7325948770,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,112.2,135.05,"television-home-theater-accessories, tvs","L-INST/A1-EQ55, DM_CE_STANDARD_LARGE, QN65LS03FWFXZA",65-inch,1,MATCH (Wall Mount),Wall_Mount_12thAmd,112.2,0.0,12th Amd (Pg 3): Wall Mount Delivery @ $110.0,SKU: L-INST/EQ55 | Calc: $110.0 * 1.02 (GRI) = $112.2
144,7325948770,1305900,Installation Fee,installation,Standard Tv Delivery Plus Wall Mount- Unconcealed,96.9,135.05,"television-home-theater-accessories, tvs","L-INST/A1-EQ55, DM_CE_STANDARD_LARGE, QN65LS03FWFXZA",65-inch,1,MATCH (Wall Mount Install),WM_Install_12thAmd,96.9,0.0,12th Amd (Pg 3): Wall Mount Install @ $95.0,Code 1305900 | Calc: $95.0 * 1.02 (GRI) = $96.9
145,7325948770,1002771,Truck Freight Charge,freight,Last Mile Surcharge,119.4,135.05,"television-home-theater-accessories, tvs","L-INST/A1-EQ55, DM_CE_STANDARD_LARGE, QN65LS03FWFXZA",65-inch,1,SKIPPED,,0.0,0.0,,
